Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,winner_num
Generali Open,2005-07-30,International Gold,Outdoor,Clay,Semifinals,3,Verdasco F.,Massu N.,68,36,555,955,1.66,2.1,3-6 6-3 7-5,player 1
Generali Open,2005-07-30,International Gold,Outdoor,Clay,Semifinals,3,Zabaleta M.,Gaudio G.,93,13,440,1590,3.25,1.33,1-6 1-6,player 2
Generali Open,2005-07-31,International Gold,Outdoor,Clay,The Final,5,Gaudio G.,Verdasco F.,13,68,1590,555,1.22,4.0,2-6 6-2 6-4 6-4,player 1
Mercedes-Benz Cup,2005-07-25,International,Outdoor,Hard,1st Round,3,Carlsen K.,Kim K.,54,78,665,511,1.83,1.83,6-7 7-6 4-6,player 2
Mercedes-Benz Cup,2005-07-25,International,Outdoor,Hard,1st Round,3,Goldstein P.,Saulnier C.,70,59,546,623,1.57,2.25,6-4 6-4,player 1
Mercedes-Benz Cup,2005-07-25,International,Outdoor,Hard,1st Round,3,Baghdatis M.,Chela J.I.,73,47,534,730,1.83,1.83,7-6 3-6 4-6,player 2
Mercedes-Benz Cup,2005-07-25,International,Outdoor,Hard,1st Round,3,Mello R.,Grosjean S.,50,34,688,970,4.0,1.19,1-6 6-2 6-3,player 1
Mercedes-Benz Cup,2005-07-25,International,Outdoor,Hard,1st Round,3,Ancic M.,Srichaphan P.,30,44,1115,800,1.28,3.25,6-7 7-6 2-6,player 2
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Malisse X.,Lee H.T.,62,61,598,603,1.53,2.37,6-3 6-4,player 1
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Mamiit C.,Hadad A.,236,414,154,66,1.66,2.1,6-2 3-6 3-6,player 2
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Fleishman Z.,Spadea V.,345,42,91,810,4.5,1.16,4-6 6-2 6-4,player 1
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Beck K.,Hrbaty D.,43,26,807,1181,2.2,1.61,4-6 1-6,player 2
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Muller G.,de Chaunac S.,75,258,515,138,1.61,2.2,2-6 6-3 7-6,player 1
Mercedes-Benz Cup,2005-07-26,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Hernych J.,100,64,408,590,2.0,1.72,4-6 4-6,player 2
Mercedes-Benz Cup,2005-07-27,International,Outdoor,Hard,1st Round,3,Ginepri R.,Arthurs W.,63,76,595,513,1.39,2.75,6-4 6-4,player 1
Mercedes-Benz Cup,2005-07-27,International,Outdoor,Hard,1st Round,3,Karlovic I.,Haas T.,74,27,525,1180,2.5,1.5,4-6 4-6,player 2
Mercedes-Benz Cup,2005-07-27,International,Outdoor,Hard,1st Round,3,Agassi A.,Lisnard J.R.,6,109,2275,389,1.07,7.0,6-1 6-0,player 1
Mercedes-Benz Cup,2005-07-27,International,Outdoor,Hard,1st Round,3,Okun N.,Tursunov D.,164,115,259,377,-1.0,-1.0,1-6 2-6,player 2
Mercedes-Benz Cup,2005-07-27,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Hernych J.,26,64,1181,590,1.44,2.62,6-4 6-2,player 1
Mercedes-Benz Cup,2005-07-28,International,Outdoor,Hard,2nd Round,3,Hadad A.,Mello R.,414,50,66,688,2.5,1.5,3-6 1-6,player 2
Mercedes-Benz Cup,2005-07-28,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Tursunov D.,47,115,730,377,1.8,1.9,3-6 6-4 6-2,player 1
Mercedes-Benz Cup,2005-07-28,International,Outdoor,Hard,2nd Round,3,Haas T.,Malisse X.,27,62,1180,598,1.39,2.75,6-1 3-6 4-6,player 2
Mercedes-Benz Cup,2005-07-28,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Goldstein P.,44,70,800,546,1.5,2.5,6-1 6-4,player 1
Mercedes-Benz Cup,2005-07-28,International,Outdoor,Hard,2nd Round,3,Kim K.,Agassi A.,78,6,511,2275,6.5,1.1,2-6 5-7,player 2
Mercedes-Benz Cup,2005-07-29,International,Outdoor,Hard,2nd Round,3,Muller G.,Fleishman Z.,75,345,515,91,1.39,2.75,6-3 7-5,player 1
Mercedes-Benz Cup,2005-07-29,International,Outdoor,Hard,2nd Round,3,Blake J.,Ginepri R.,108,63,390,595,2.62,1.44,3-6 6-7,player 2
Mercedes-Benz Cup,2005-07-29,International,Outdoor,Hard,Quarterfinals,3,Agassi A.,Srichaphan P.,6,44,2275,800,1.19,4.33,6-2 4-6 6-4,player 1
Mercedes-Benz Cup,2005-07-29,International,Outdoor,Hard,Quarterfinals,3,Malisse X.,Chela J.I.,62,47,598,730,1.66,2.1,4-6 6-7,player 2
Mercedes-Benz Cup,2005-07-30,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Mello R.,26,50,1181,688,1.33,3.25,4-6 7-6 6-2,player 1
Mercedes-Benz Cup,2005-07-30,International,Outdoor,Hard,Quarterfinals,3,Ginepri R.,Muller G.,63,75,595,515,1.3,3.39,6-7 5-7,player 2
Mercedes-Benz Cup,2005-07-31,International,Outdoor,Hard,Semifinals,3,Agassi A.,Chela J.I.,6,47,2275,730,1.16,4.5,6-4 6-2,player 1
Mercedes-Benz Cup,2005-07-31,International,Outdoor,Hard,Semifinals,3,Hrbaty D.,Muller G.,26,75,1181,515,1.36,3.0,6-4 6-7 1-6,player 2
Mercedes-Benz Cup,2005-07-31,International,Outdoor,Hard,The Final,3,Agassi A.,Muller G.,6,75,2275,515,1.14,5.0,6-4 7-5,player 1
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Vanek J.,Portas A.,82,133,483,315,1.5,2.5,1-6 0-6,player 2
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Vliegen K.,Cilic M.,127,864,346,11,1.3050000000000002,3.39,7-5 6-2,player 1
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Martin A.,Dlouhy L.,58,129,637,329,1.28,3.25,5-7 3-6,player 2
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Bozoljac I.,Aldi F.,388,117,72,377,2.755,1.4340000000000002,6-3 6-3,player 1
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Krajan Z.,Coria G.,681,15,23,1500,11.0,1.02,7-5 3-6 4-6,player 2
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Novak J.,Montanes A.,24,84,1215,469,1.28,3.25,6-3 6-3,player 1
Croatia Open,2005-07-25,International,Outdoor,Clay,1st Round,3,Tuksar S.,Volandri F.,179,37,227,946,4.5,1.16,2-6 1-6,player 2
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Robredo T.,Kuerten G.,16,202,1485,190,1.22,3.75,6-4 6-4,player 1
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Mackin A.,Mantilla F.,233,88,156,454,5.0,1.14,2-6 1-6,player 2
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Vicente F.,Ionita V.,126,207,348,187,1.33,3.0,6-2 6-2,player 1
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Starace P.,Ferrer D.,94,21,435,1340,2.87,1.36,3-6 6-3 2-6,player 2
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Tipsarevic J.,Norman D.,92,104,441,397,1.57,2.25,6-0 6-0,player 1
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Hernandez O.,Garcia-Lopez G.,79,86,506,457,3.0,1.33,2-6 2-6,player 2
Croatia Open,2005-07-26,International,Outdoor,Clay,1st Round,3,Djokovic N.,Calatrava A.,97,163,417,259,1.36,2.87,6-3 6-4,player 1
Croatia Open,2005-07-27,International,Outdoor,Clay,2nd Round,3,Bozoljac I.,Dlouhy L.,388,129,72,329,3.0,1.36,3-6 2-6,player 2
Croatia Open,2005-07-27,International,Outdoor,Clay,2nd Round,3,Novak J.,Portas A.,24,133,1215,315,1.36,3.0,6-0 4-6 7-5,player 1
Croatia Open,2005-07-27,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Coria G.,88,15,454,1500,7.5,1.07,6-3 2-6 1-6,player 2
Croatia Open,2005-07-27,International,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Djokovic N.,28,97,1170,417,1.14,5.0,6-4 6-2,player 1
Croatia Open,2005-07-28,International,Outdoor,Clay,2nd Round,3,Vicente F.,Ferrer D.,126,21,348,1340,4.0,1.22,2-6 3-6,player 2
Croatia Open,2005-07-28,International,Outdoor,Clay,2nd Round,3,Robredo T.,Tipsarevic J.,16,92,1485,441,1.22,4.0,6-3 6-1,player 1
Croatia Open,2005-07-28,International,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Volandri F.,86,37,457,946,2.75,1.39,1-6 1-6,player 2
Croatia Open,2005-07-28,International,Outdoor,Clay,2nd Round,3,Moya C.,Vliegen K.,29,127,1130,346,1.11,6.0,6-3 6-1,player 1
Croatia Open,2005-07-29,International,Outdoor,Clay,Quarterfinals,3,Dlouhy L.,Novak J.,129,24,329,1215,2.75,1.39,0-6 3-6,player 2
Croatia Open,2005-07-29,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Robredo T.,37,16,946,1485,2.2,1.61,3-6 6-3 6-3,player 1
Croatia Open,2005-07-29,International,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Coria G.,28,15,1170,1500,2.25,1.57,3-6 0-6,player 2
Croatia Open,2005-07-29,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Ferrer D.,29,21,1130,1340,1.57,2.25,6-4 0-6 6-3,player 1
Croatia Open,2005-07-30,International,Outdoor,Clay,Semifinals,3,Volandri F.,Coria G.,37,15,946,1500,4.5,1.16,6-4 3-6 2-6,player 2
Croatia Open,2005-07-30,International,Outdoor,Clay,Semifinals,3,Moya C.,Novak J.,29,24,1130,1215,1.36,3.0,6-4 6-4,player 1
Croatia Open,2005-07-31,International,Outdoor,Clay,The Final,3,Moya C.,Coria G.,29,15,1130,1500,3.75,1.25,2-6 6-4 2-6,player 2
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Andreev I.,Garcia-Lopez G.,50,90,704,464,1.39,2.75,6-2 6-7 6-2,player 1
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Montanes A.,Hanescu V.,84,49,469,720,3.25,1.28,6-7 7-5 3-6,player 2
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Sabau R.,Hernandez O.,81,80,492,506,1.5,2.5,2-6 6-1 6-4,player 1
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,di Mauro A.,Chadaj A.,118,230,376,168,1.22,3.75,3-6 7-5 1-6,player 2
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Starace P.,Koubek S.,121,86,370,468,1.57,2.25,6-4 6-2,player 1
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Vanek J.,Acasuso J.,82,45,483,778,3.2,1.3,5-7 6-4 5-7,player 2
Idea Prokom Open,2005-08-01,International,Outdoor,Clay,1st Round,3,Costa A.,Kohlschreiber P.,103,76,400,518,2.0,1.72,7-5 6-3,player 1
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Mackin A.,Monaco J.,234,68,160,556,7.5,1.06,3-6 1-6,player 2
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Monfils G.,Marin J.A.,65,166,585,248,1.57,2.25,6-0 6-4,player 1
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Puerta M.,Nieminen J.,11,54,1652,659,1.462,2.643333333333333,4-6 6-7,player 2
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Almagro N.,Portas A.,83,132,482,327,1.33,3.25,7-6 3-6 6-4,player 1
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Mayer F.,71,95,545,434,1.36,2.87,4-6 6-4 1-6,player 2
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Volandri F.,Kubot L.,33,186,996,221,1.12,5.5,6-3 6-1,player 1
Idea Prokom Open,2005-08-02,International,Outdoor,Clay,1st Round,3,Fyrstenberg M.,Moya C.,1469,29,1,1175,11.0,1.02,7-6 3-6 5-7,player 2
Idea Prokom Open,2005-08-03,International,Outdoor,Clay,2nd Round,3,Monfils G.,Monaco J.,65,68,585,556,2.62,1.44,6-4 7-6,player 1
Idea Prokom Open,2005-08-03,International,Outdoor,Clay,2nd Round,3,Costa A.,Hanescu V.,103,49,400,720,2.37,1.53,3-6 4-6,player 2
Idea Prokom Open,2005-08-03,International,Outdoor,Clay,2nd Round,3,Coria G.,Mantilla F.,9,87,1670,468,1.08,7.0,3-6 6-3 6-3,player 1
Idea Prokom Open,2005-08-04,International,Outdoor,Clay,2nd Round,3,Volandri F.,Mayer F.,33,95,996,434,1.3,3.39,3-6 5-7,player 2
Idea Prokom Open,2005-08-04,International,Outdoor,Clay,2nd Round,3,Nieminen J.,Almagro N.,54,83,659,482,1.5,2.5,3-6 6-4 7-6,player 1
Idea Prokom Open,2005-08-04,International,Outdoor,Clay,2nd Round,3,Chadaj A.,Acasuso J.,230,45,168,778,5.0,1.14,3-6 4-6,player 2
Idea Prokom Open,2005-08-04,International,Outdoor,Clay,2nd Round,3,Starace P.,Moya C.,121,29,370,1175,2.87,1.38,2-6 7-6 7-5,player 1
Idea Prokom Open,2005-08-05,International,Outdoor,Clay,Quarterfinals,3,Nieminen J.,Mayer F.,54,95,659,434,1.5,2.5,2-6 2-6,player 2
Idea Prokom Open,2005-08-05,International,Outdoor,Clay,Quarterfinals,3,Starace P.,Acasuso J.,121,45,370,778,2.25,1.57,4-6 6-4 6-4,player 1
Idea Prokom Open,2005-08-05,International,Outdoor,Clay,Quarterfinals,3,Andreev I.,Coria G.,50,9,704,1670,5.5,1.12,4-6 6-7,player 2
Idea Prokom Open,2005-08-05,International,Outdoor,Clay,Quarterfinals,3,Monfils G.,Hanescu V.,65,49,585,720,2.62,1.44,6-3 6-3,player 1
Idea Prokom Open,2005-08-06,International,Outdoor,Clay,Semifinals,3,Coria G.,Mayer F.,9,95,1670,434,1.08,7.0,4-6 7-5 3-6,player 2
Idea Prokom Open,2005-08-06,International,Outdoor,Clay,Semifinals,3,Monfils G.,Starace P.,65,121,585,370,2.1,1.66,3-6 7-5 6-4,player 1
Idea Prokom Open,2005-08-07,International,Outdoor,Clay,The Final,3,Mayer F.,Monfils G.,95,65,434,585,1.57,2.25,6-7 6-4 5-7,player 2
Legg Mason Classic,2005-08-01,International Gold,Outdoor,Hard,1st Round,3,Popp A.,Phau B.,286,105,122,399,2.25,1.57,7-6 2-6 6-3,player 1
Legg Mason Classic,2005-08-01,International Gold,Outdoor,Hard,1st Round,3,Mahut N.,Lapentti G.,172,130,235,341,2.5,1.5,2-6 3-6,player 2
Legg Mason Classic,2005-08-01,International Gold,Outdoor,Hard,1st Round,3,Goldstein P.,Falla A.,70,297,551,113,1.28,3.25,6-3 6-2,player 1
Legg Mason Classic,2005-08-01,International Gold,Outdoor,Hard,1st Round,3,Smeets R.,Moodie W.,271,113,131,378,3.546666666666667,1.276333333333333,4-6 6-7,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Arthurs W.,Simmonds P.,77,671,513,25,1.2593333333333334,3.7375,0-6 6-3 6-1,player 1
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Delgado J.,Hernych J.,240,89,153,465,4.0,1.19,4-6 3-6,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Blake J.,Lisnard J.R.,101,109,405,389,1.19,4.0,6-4 6-3,player 1
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Carlsen K.,Karlovic I.,53,75,665,525,1.83,1.83,3-6 7-6 3-6,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Bjorkman J.,Morrison J.,99,145,413,295,1.5,2.5,6-3 6-4,player 1
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Kim K.,Ginepri R.,78,60,511,630,3.2,1.3,2-6 3-6,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Clement A.,Lapentti N.,117,85,376,469,1.72,2.0,6-1 3-6 6-3,player 1
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Clayton A.,Reynolds B.,1281,157,3,273,6.0,1.1,5-7 4-6,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Healey N.,Carraz G.,243,155,151,275,3.2,1.3,6-2 6-1,player 1
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Heuberger I.,Baker B.,183,173,221,235,2.1,1.66,2-6 4-6,player 2
Legg Mason Classic,2005-08-02,International Gold,Outdoor,Hard,1st Round,3,Horna L.,Philippoussis M.,62,208,598,188,2.2,1.61,7-5 6-4,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,1st Round,3,Sanguinetti D.,Muller G.,55,59,654,630,2.75,1.39,3-6 4-6,player 2
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Roddick A.,Lapentti G.,5,130,3200,341,1.04,9.0,6-3 6-4,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Bjorkman J.,Zib T.,99,52,413,688,1.72,2.0,6-0 3-6 5-7,player 2
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Karlovic I.,Mirnyi M.,75,31,525,1070,2.2,1.61,4-6 6-3 6-4,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,de Chaunac S.,Hernych J.,254,89,140,465,3.0,1.36,6-7 1-6,player 2
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Moodie W.,Henman T.,113,13,378,1580,3.75,1.25,7-6 7-5,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Massu N.,Muller G.,32,59,1060,630,2.2,1.61,6-7 4-6,player 2
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Ginepri R.,Beck K.,60,44,630,812,1.44,2.62,6-3 6-4,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Mello R.,Reynolds B.,51,157,693,273,1.36,3.0,3-6 6-3 5-7,player 2
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Clement A.,Bloomfield R.,117,315,376,107,1.08,7.0,6-2 4-6 7-6,player 1
Legg Mason Classic,2005-08-03,International Gold,Outdoor,Hard,2nd Round,3,Popp A.,Grosjean S.,286,35,122,970,4.33,1.19,2-6 3-6,player 2
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Chela J.I.,Baker B.,47,173,730,235,1.16,4.5,6-3 6-3,player 1
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Stepanek R.,Blake J.,18,101,1435,405,1.72,2.0,4-6 6-2 4-6,player 2
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Horna L.,Hrbaty D.,62,24,598,1251,3.25,1.33,6-4 6-7 7-6,player 1
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Healey N.,Rusedski G.,243,37,151,913,5.0,1.14,6-7 2-6,player 2
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Goldstein P.,42,70,825,551,1.36,3.0,6-4 3-6 7-5,player 1
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,2nd Round,3,Arthurs W.,Berdych T.,77,36,513,941,2.25,1.57,4-6 6-4 4-6,player 2
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,3rd Round,3,Karlovic I.,Rusedski G.,75,37,525,913,2.25,1.57,7-6 6-2,player 1
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,3rd Round,3,Muller G.,Clement A.,59,117,630,376,1.44,2.62,6-4 3-6 4-6,player 2
Legg Mason Classic,2005-08-04,International Gold,Outdoor,Hard,3rd Round,3,Srichaphan P.,Moodie W.,42,113,825,378,1.39,2.75,6-3 7-6,player 1
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,3rd Round,3,Grosjean S.,Berdych T.,35,36,970,941,1.53,2.37,5-7 2-6,player 2
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,3rd Round,3,Reynolds B.,Hernych J.,157,89,273,465,3.0,1.36,2-6 6-4 6-3,player 1
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,3rd Round,3,Ginepri R.,Horna L.,60,62,630,598,1.25,3.75,4-6 6-7,player 2
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,3rd Round,3,Roddick A.,Chela J.I.,5,47,3200,730,1.06,8.0,6-4 6-7 6-4,player 1
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,3rd Round,3,Zib T.,Blake J.,52,101,688,405,3.0,1.36,3-6 3-6,player 2
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Horna L.,42,62,825,598,1.5,2.5,6-4 7-5,player 1
Legg Mason Classic,2005-08-05,International Gold,Outdoor,Hard,Quarterfinals,3,Karlovic I.,Roddick A.,75,5,525,3200,6.0,1.11,7-6 5-7 4-6,player 2
Legg Mason Classic,2005-08-06,International Gold,Outdoor,Hard,Quarterfinals,3,Blake J.,Clement A.,101,117,405,376,1.39,2.75,6-3 6-2,player 1
Legg Mason Classic,2005-08-06,International Gold,Outdoor,Hard,Quarterfinals,3,Reynolds B.,Berdych T.,157,36,273,941,3.5,1.28,6-7 6-7,player 2
Legg Mason Classic,2005-08-06,International Gold,Outdoor,Hard,Semifinals,3,Roddick A.,Srichaphan P.,5,42,3200,825,1.14,5.0,7-6 6-2,player 1
Legg Mason Classic,2005-08-07,International Gold,Outdoor,Hard,Semifinals,3,Berdych T.,Blake J.,36,101,941,405,1.83,1.83,4-6 3-6,player 2
Legg Mason Classic,2005-08-07,International Gold,Outdoor,Hard,The Final,3,Roddick A.,Blake J.,5,101,3200,405,1.14,5.0,7-5 6-3,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Bester P.,Mello R.,978,56,7,648,6.5,1.1,4-6 2-6,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Pavel A.,Rochus C.,38,48,855,739,1.44,2.62,6-1 7-5,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Saulnier C.,Ancic M.,68,29,555,1115,5.0,1.14,3-6 6-7,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Gasquet R.,Youzhny M.,18,25,1425,1245,1.5,2.5,6-3 7-6,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Kim K.,Robredo T.,77,22,511,1290,2.37,1.53,5-7 6-3 1-6,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Rochus O.,Mahut N.,35,172,983,240,1.36,3.0,6-3 6-4,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Henman T.,Hrbaty D.,13,26,1510,1241,1.57,2.25,6-3 5-7 1-6,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Beck K.,Okun N.,44,164,812,255,1.39,2.75,6-3 6-2,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Spadea V.,Bjorkman J.,42,129,835,348,1.57,2.25,3-6 2-6,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Gonzalez F.,30,19,1105,1385,2.2,1.61,7-6 6-4,player 1
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Chela J.I.,Nalbandian D.,52,12,675,1650,2.37,1.53,4-6 1-6,player 2
Rogers Cup,2005-08-08,Masters,Outdoor,Hard,1st Round,3,Gaudio G.,Sanguinetti D.,8,54,1875,654,1.36,3.0,1-6 7-6 7-5,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Wawrinka S.,Rusedski G.,55,40,652,843,2.62,1.44,7-6 2-6 3-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Agassi A.,Martin A.,7,61,1915,637,1.05,9.0,6-4 6-2,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Horna L.,Puerta M.,62,11,613,1652,1.25,3.75,6-7 6-7,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Davydenko N.,Niemeyer F.,6,194,2115,213,1.12,5.5,6-2 6-1,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Massu N.,Kiefer N.,31,39,1095,845,2.62,1.44,3-6 2-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Lopez F.,423,24,64,1250,8.0,1.06,7-6 6-3,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Stepanek R.,Soderling R.,17,45,1435,775,1.61,2.2,3-6 4-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Dent T.,Ljubicic I.,21,16,1345,1470,2.0,1.72,1-6 7-5 6-3,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Melzer J.,Berdych T.,37,33,880,1016,2.2,1.61,1-6 3-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Novak J.,Andreev I.,23,50,1275,729,1.66,2.1,6-4 6-7 6-1,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Moya C.,Nadal R.,32,2,1075,4030,4.5,1.16,3-6 7-6 3-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Ferrer D.,Santoro F.,20,80,1365,501,1.61,2.2,3-6 6-1 6-2,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Karlovic I.,Johansson T.,82,15,485,1470,2.2,1.61,1-6 5-7,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Srichaphan P.,34,41,985,840,1.83,1.83,7-6 3-6 6-2,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Coria G.,Ferrero J.C.,9,27,1745,1190,1.53,2.37,3-6 2-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Clement A.,Acasuso J.,101,43,421,813,1.36,3.0,2-6 6-3 6-3,player 1
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Dancevic F.,Malisse X.,173,58,237,643,4.5,1.16,2-6 2-6,player 2
Rogers Cup,2005-08-09,Masters,Outdoor,Hard,1st Round,3,Carlsen K.,Steckley R.,53,583,665,34,1.12,5.5,5-7 6-4 6-3,player 1
Rogers Cup,2005-08-10,Masters,Outdoor,Hard,1st Round,3,Roddick A.,Mathieu P.H.,5,63,3175,598,1.04,9.0,5-7 3-6,player 2
